domainID,siteID,plotID,rootNPercent,rootCPercent,rootCNratio,rootSample_n,plotType,litterNPercent,foliarNPercent,foliarCPercent,foliarCNRatio,soilNPercent_OHoriz,soilCPercent_OHoriz,soilCNRatio_OHoriz,soilNPercent_MHoriz,soilCPercent_MHoriz,soilCNRatio_MHoriz,nlcdClass,decimalLatitude,decimalLongitude,easting,northing,utmZone,elevation
D06,UKFS,UKFS_048,1.265,41.02,34.4375,8,tower,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_049,1.5544444444444445,41.007777777777775,29.066666666666666,9,tower,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,39.037192,-95.189975,310455.9,4323185.93,15N,285
D06,UKFS,UKFS_050,1.1877777777777778,44.123333333333335,45.75555555555556,9,tower,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,39.03596,-95.197909,309765.83,4323065.76,15N,324.5
D06,UKFS,UKFS_051,0.57125,47.8625,99.3375,8,tower,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,evergreenForest,39.043336,-95.193274,310186.79,4323874.73,15N,324.4
D06,UKFS,UKFS_052,1.3075,42.71,35.7625,8,tower,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,39.036551,-95.195146,310006.58,4323125.58,15N,295.6
D06,UKFS,UKFS_053,1.1955555555555555,43.577777777777776,41.84444444444444,9,tower,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,39.039107,-95.189326,310517.2,4323397.12,15N,303.1
D06,UKFS,UKFS_054,1.3255555555555556,43.59444444444444,38.74444444444445,9,tower,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,39.034221,-95.189175,310517.21,4322854.51,15N,296.1
D06,UKFS,UKFS_055,1.3575,43.64625,37.7625,8,tower,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,39.044352,-95.197127,309856.03,4323995.55,15N,306
D06,UKFS,UKFS_056,1.56125,44.2425,31.5625,8,tower,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_057,0.6011111111111112,47.20333333333333,95,9,tower,0.8300000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixedForest,39.042534,-95.193596,310156.77,4323786.39,15N,321.5
D06,UKFS,UKFS_058,1.28,43.5,39.422222222222224,9,tower,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,39.039343,-95.191076,310366.35,4323426.96,15N,310.4
D06,UKFS,UKFS_059,1.5225,41.65375,30.625,8,tower,1.5350000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_060,1.2933333333333334,44.57333333333333,36.27777777777778,9,tower,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,39.043014,-95.197093,309855.38,4323846.97,15N,300.5
D07,MLBS,MLBS_061,0.8255555555555555,49.07222222222222,74.06666666666666,9,tower,1.26,2.1533333333333333,50.21333333333333,23.5,0.8233333333333334,18.4,21.733333333333334,0.11,2.283333333333333,20.4,deciduousForest,37.376621,-80.5198,542514.78,4136761.65,17N,1170
D07,MLBS,MLBS_061,0.8255555555555555,49.07222222222222,74.06666666666666,9,tower,1.26,2.1533333333333333,50.21333333333333,23.5,0.8233333333333334,18.4,21.733333333333334,0.11,2.283333333333333,20.4,deciduousForest,37.376631,-80.5198,542514.78,4136762.76,17N,1169
D07,MLBS,MLBS_062,0.702,47.467999999999996,84.42,5,tower,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.374217,-80.526231,541946.75,4136492.07,17N,1175.5
D07,MLBS,MLBS_062,0.702,47.467999999999996,84.42,5,tower,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.374226,-80.526254,541944.71,4136493.05,17N,1170.5
D07,MLBS,MLBS_063,0.92375,48.84125,67.4125,8,tower,1.35,2.4899999999999998,51.163333333333334,20.666666666666668,0.5566666666666666,11.163333333333334,20.466666666666665,0.11666666666666667,2.04,17.766666666666666,deciduousForest,37.377487,-80.527932,541794.33,4136854.09,17N,1176.6
D07,MLBS,MLBS_063,0.92375,48.84125,67.4125,8,tower,1.35,2.4899999999999998,51.163333333333334,20.666666666666668,0.5566666666666666,11.163333333333334,20.466666666666665,0.11666666666666667,2.04,17.766666666666666,deciduousForest,37.377486,-80.527932,541794.33,4136853.98,17N,1175.7
D07,MLBS,MLBS_064,0.96875,48.58,62.325,8,tower,1.3,2.2733333333333334,50.943333333333335,22.666666666666668,0.4366666666666667,8.563333333333333,19.566666666666666,0.10333333333333333,1.7433333333333334,16.733333333333334,deciduousForest,37.37556,-80.520162,542483.33,4136643.77,17N,1179.4
D07,MLBS,MLBS_064,0.96875,48.58,62.325,8,tower,1.3,2.2733333333333334,50.943333333333335,22.666666666666668,0.4366666666666667,8.563333333333333,19.566666666666666,0.10333333333333333,1.7433333333333334,16.733333333333334,deciduousForest,37.375562,-80.520174,542482.27,4136643.99,17N,1177.3
D07,MLBS,MLBS_065,0.9066666666666667,46.593333333333334,63.84444444444444,9,tower,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.373413,-80.524934,542062.03,4136403.45,17N,1166.4
D07,MLBS,MLBS_065,0.9066666666666667,46.593333333333334,63.84444444444444,9,tower,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.373423,-80.524934,542062.03,4136404.56,17N,1165.1
D07,MLBS,MLBS_066,0.8666666666666666,45.867777777777775,59.13333333333333,9,tower,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.376908,-80.525885,541975.88,4136790.76,17N,1175.3
D07,MLBS,MLBS_066,0.8666666666666666,45.867777777777775,59.13333333333333,9,tower,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.376918,-80.525892,541975.26,4136791.87,17N,1172.6
D07,MLBS,MLBS_067,0.77625,46.09625,70.9875,8,tower,1.16,2.2125,50.7975,24.05,0.9366666666666666,19.316666666666666,20.766666666666666,0.16333333333333333,2.896666666666667,17.96666666666667,deciduousForest,37.37856,-80.52727,541852.34,4136973.42,17N,1171.6
D07,MLBS,MLBS_067,0.77625,46.09625,70.9875,8,tower,1.16,2.2125,50.7975,24.05,0.9366666666666666,19.316666666666666,20.766666666666666,0.16333333333333333,2.896666666666667,17.96666666666667,deciduousForest,37.378569,-80.527279,541851.54,4136974.42,17N,1171.6
D07,MLBS,MLBS_068,0.6725,47.04,84.1,8,tower,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.375868,-80.528297,541762.91,4136674.31,17N,1167.9
D07,MLBS,MLBS_068,0.6725,47.04,84.1,8,tower,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.375876,-80.528303,541762.37,4136675.2,17N,1166.6
D07,MLBS,MLBS_069,0.73,47.571111111111115,75.86666666666666,9,tower,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.377731,-80.522844,542244.66,4136883.42,17N,1171.9
D07,MLBS,MLBS_069,0.73,47.571111111111115,75.86666666666666,9,tower,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.377742,-80.522851,542244.03,4136884.64,17N,1170.7
D07,MLBS,MLBS_070,0.7488888888888888,47.184444444444445,74.95555555555556,9,tower,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.375569,-80.526578,541915.27,4136641.9,17N,1168.6
D07,MLBS,MLBS_070,0.7488888888888888,47.184444444444445,74.95555555555556,9,tower,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.375576,-80.526582,541914.91,4136642.68,17N,1167.2
D07,MLBS,MLBS_071,0.6775,46.33375,80.8375,8,tower,0.8600000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.376632,-80.524178,542127.17,4136760.9,17N,1172.6
D07,MLBS,MLBS_071,0.6775,46.33375,80.8375,8,tower,0.8600000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.37664,-80.524185,542126.54,4136761.79,17N,1169.5
D07,MLBS,MLBS_072,0.79625,46.06125,68.4375,8,tower,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.375296,-80.525227,542035.04,4136612.22,17N,1171.4
D07,MLBS,MLBS_072,0.79625,46.06125,68.4375,8,tower,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.375302,-80.525243,542033.62,4136612.88,17N,1170.2
D07,MLBS,MLBS_073,0.8144444444444444,48.17777777777778,66.13333333333333,9,tower,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.378011,-80.525919,541972.26,4136913.12,17N,1173.2
D07,MLBS,MLBS_073,0.8144444444444444,48.17777777777778,66.13333333333333,9,tower,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.378019,-80.525926,541971.63,4136914,17N,1172.5
D07,MLBS,MLBS_074,0.8400000000000001,47.227777777777774,58.333333333333336,9,tower,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.377761,-80.524585,542090.5,4136885.97,17N,1174.2
D07,MLBS,MLBS_074,0.8400000000000001,47.227777777777774,58.333333333333336,9,tower,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.377774,-80.524592,542089.87,4136887.41,17N,1171.4
D07,MLBS,MLBS_075,0.555,47.695,95.1375,8,tower,1.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.373399,-80.523552,542184.4,4136402.51,17N,1171.7
D07,MLBS,MLBS_075,0.555,47.695,95.1375,8,tower,1.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.373405,-80.523564,542183.34,4136403.17,17N,1170.1
D07,MLBS,MLBS_076,0.66,46.24444444444445,76.11111111111111,9,tower,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.376386,-80.521186,542392.21,4136734.95,17N,1172
D07,MLBS,MLBS_076,0.66,46.24444444444445,76.11111111111111,9,tower,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,37.376397,-80.521192,542391.67,4136736.17,17N,1170.9
D07,ORNL,ORNL_036,0.76,49.6625,72.825,8,tower,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_037,0.7322222222222222,49.31333333333333,73,9,tower,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,35.963215,-84.281617,745143.9,3983285.15,16N,324.6
D07,ORNL,ORNL_043,0.6018181818181818,49.36363636363637,90.93636363636364,11,tower,0.675,1.9233333333333333,48.7,25.46666666666667,0.4033333333333334,10.306666666666667,25.466666666666665,0.05,0.9833333333333334,20.233333333333334,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_045,0.7355555555555555,49.53111111111111,73.46666666666667,9,tower,0.6799999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_046,0.60375,49.651250000000005,88.1125,8,tower,0.76,1.705,47.4025,28,0.45666666666666667,9.2,19.96666666666667,0.08666666666666667,1.6533333333333333,19.033333333333335,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_049,0.9227272727272727,45.95181818181818,53.89090909090909,11,tower,0.75,2.04,47.43333333333333,24.033333333333335,0.3933333333333333,7.323333333333333,18.7,0.09333333333333334,1.2933333333333334,14.466666666666667,deciduousForest,35.964792,-84.278894,745384.64,3983466.97,16N,315.6
D07,ORNL,ORNL_050,0.85,47.66,65.05,8,tower,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_051,0.695,47.505,76.5,8,tower,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,35.962469,-84.283958,744935.05,3983196.49,16N,326.8
D07,ORNL,ORNL_052,0.649090909090909,48.82,89.2090909090909,11,tower,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,35.962389,-84.279989,745293.31,3983197.6,16N,325.4
D07,ORNL,ORNL_053,0.8049999999999999,47.62125,69.6125,8,tower,0.81,2.0733333333333333,48.70666666666666,24.333333333333332,0.3333333333333333,6.1499999999999995,18.4,0.08,1.2666666666666666,16.5,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_054,0.83875,48.09875,63.2875,8,tower,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_055,1.0811111111111111,49.034444444444446,50.922222222222224,9,tower,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,35.9608,-84.282663,745057.02,3983014.57,16N,290.4
D07,ORNL,ORNL_056,0.9025000000000001,48.68,57.95,8,tower,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,35.962157,-84.281616,745147.27,3983167.76,16N,302.5
D07,ORNL,ORNL_057,0.8200000000000001,49.184444444444445,66.57777777777778,9,tower,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,35.964836,-84.280231,745263.9,3983468.49,16N,334.3
D07,ORNL,ORNL_058,0.70875,48.4875,75.075,8,tower,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,35.963319,-84.285921,744755.36,3983285.87,16N,322.3
D07,ORNL,ORNL_059,0.71125,47.73,73.25,8,tower,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_060,0.8222222222222222,48.24333333333333,62.21111111111111,9,tower,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,35.962796,-84.286937,744665.33,3983225.29,16N,327.8
D07,ORNL,ORNL_061,0.7666666666666667,47.943333333333335,69.4888888888889,9,tower,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_062,0.68125,50.255,88.66250000000001,8,tower,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,evergreenForest,35.960748,-84.280011,745296.4,3983015.47,16N,317.4
D07,ORNL,ORNL_063,0.9633333333333334,48.102222222222224,54.422222222222224,9,tower,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,35.965319,-84.277896,745473.02,3983527.96,16N,302.9
D08,DELA,DELA_037,1.1,45.604285714285716,42.65714285714286,7,NA,NA,2.182,51.054,23.9,NA,NA,NA,0.15666666666666668,1.75,11.166666666666666,woodyWetlands,32.539626,-87.801969,424695.71,3600535.2,16N,27.7
D08,DELA,DELA_037,1.1,45.604285714285716,42.65714285714286,7,NA,NA,2.182,51.054,23.9,NA,NA,NA,0.15666666666666668,1.75,11.166666666666666,woodyWetlands,32.539627,-87.801968,424695.8,3600535.31,16N,27.1
D08,DELA,DELA_038,0.915,45.72833333333333,53.43333333333333,6,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2.1066666666666665,10.633333333333333,woodyWetlands,32.542291,-87.806805,424243.83,3600834.07,16N,25.6
D08,DELA,DELA_038,0.915,45.72833333333333,53.43333333333333,6,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2.1066666666666665,10.633333333333333,woodyWetlands,32.54229,-87.806804,424243.93,3600833.95,16N,25.5
D08,DELA,DELA_039,0.9299999999999999,45.629999999999995,50.53333333333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,woodyWetlands,32.542583,-87.805845,424334.22,3600865.75,16N,24.8
D08,DELA,DELA_039,0.9299999999999999,45.629999999999995,50.53333333333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,woodyWetlands,32.542588,-87.805842,424334.51,3600866.31,16N,24
D08,DELA,DELA_040,0.85,45.60285714285714,59.6,7,NA,NA,2.63,51.46666666666667,21.766666666666666,NA,NA,NA,0.17,1.9033333333333333,11.266666666666667,woodyWetlands,32.53881,-87.804512,424456.23,3600446.55,16N,33.9
D08,DELA,DELA_040,0.85,45.60285714285714,59.6,7,NA,NA,2.63,51.46666666666667,21.766666666666666,NA,NA,NA,0.17,1.9033333333333333,11.266666666666667,woodyWetlands,32.538802,-87.804522,424455.29,3600445.67,16N,29.4
D08,DELA,DELA_041,0.8933333333333333,46.16833333333333,55.25,6,NA,NA,2.4466666666666668,49.693333333333335,22.2,NA,NA,NA,0.18,2.0733333333333333,11.633333333333333,deciduousForest,32.540703,-87.807742,424154.52,3600658.69,16N,23.9
D08,DELA,DELA_041,0.8933333333333333,46.16833333333333,55.25,6,NA,NA,2.4466666666666668,49.693333333333335,22.2,NA,NA,NA,0.18,2.0733333333333333,11.633333333333333,deciduousForest,32.540702,-87.80774,424154.7,3600658.58,16N,23.6
D08,DELA,DELA_042,0.7742857142857142,43.315714285714286,59.542857142857144,7,NA,NA,2.495,47.935,19.25,NA,NA,NA,NA,NA,NA,deciduousForest,32.541787,-87.805204,424393.75,3600777.06,16N,24.4
D08,DELA,DELA_042,0.7742857142857142,43.315714285714286,59.542857142857144,7,NA,NA,2.495,47.935,19.25,NA,NA,NA,NA,NA,NA,deciduousForest,32.541786,-87.805209,424393.27,3600776.95,16N,24.2
D08,DELA,DELA_043,1.1316666666666666,43.14666666666667,40.96666666666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.539604,-87.806783,424243.64,3600536.18,16N,27.1
D08,DELA,DELA_043,1.1316666666666666,43.14666666666667,40.96666666666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.539601,-87.806784,424243.55,3600535.85,16N,25.9
D08,DELA,DELA_044,0.9666666666666667,42.608333333333334,49.016666666666666,6,NA,NA,2.6999999999999997,48.638,18.94,NA,NA,NA,NA,NA,NA,deciduousForest,32.540689,-87.806192,424300.05,3600656.04,16N,27.8
D08,DELA,DELA_044,0.9666666666666667,42.608333333333334,49.016666666666666,6,NA,NA,2.6999999999999997,48.638,18.94,NA,NA,NA,NA,NA,NA,deciduousForest,32.540687,-87.806187,424300.52,3600655.81,16N,28.5
D08,DELA,DELA_045,0.8871428571428571,43.78285714285714,50.41428571428571,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,woodyWetlands,32.540165,-87.803564,424546.38,3600596.08,16N,26.5
D08,DELA,DELA_045,0.8871428571428571,43.78285714285714,50.41428571428571,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,woodyWetlands,32.540164,-87.803565,424546.29,3600595.97,16N,26.7
D08,DELA,DELA_046,0.995,43.718333333333334,47.96666666666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.537717,-87.805469,424365.45,3600326.06,16N,27.2
D08,DELA,DELA_046,0.995,43.718333333333334,47.96666666666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.537716,-87.805473,424365.07,3600325.95,16N,26.2
D08,DELA,DELA_047,1.177142857142857,44.18142857142857,41.57142857142857,7,NA,NA,2.5250000000000004,50.915000000000006,20.15,NA,NA,NA,NA,NA,NA,woodyWetlands,32.539653,-87.800371,424845.78,3600537.07,16N,23.5
D08,DELA,DELA_047,1.177142857142857,44.18142857142857,41.57142857142857,7,NA,NA,2.5250000000000004,50.915000000000006,20.15,NA,NA,NA,NA,NA,NA,woodyWetlands,32.539652,-87.800368,424846.07,3600536.95,16N,23.3
D08,DELA,DELA_048,1.25,44.961666666666666,38.61666666666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.540206,-87.799129,424962.87,3600597.5,16N,29.5
D08,DELA,DELA_048,1.25,44.961666666666666,38.61666666666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.540206,-87.799123,424963.43,3600597.49,16N,27.7
D08,DELA,DELA_050,1.125,44.99333333333333,42.93333333333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.539898,-87.805176,424394.79,3600567.63,16N,26.2
D08,DELA,DELA_050,1.125,44.99333333333333,42.93333333333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.539898,-87.805178,424394.6,3600567.63,16N,25.2
D08,DELA,DELA_051,1.0142857142857142,44.8,46.25714285714286,7,NA,NA,2.728,49.974,19.56,NA,NA,NA,NA,NA,NA,deciduousForest,32.538534,-87.806139,424303.22,3600417.1,16N,23.9
D08,DELA,DELA_051,1.0142857142857142,44.8,46.25714285714286,7,NA,NA,2.728,49.974,19.56,NA,NA,NA,NA,NA,NA,deciduousForest,32.538534,-87.806138,424303.31,3600417.1,16N,24.2
D08,DELA,DELA_052,0.79,45.12166666666667,61.13333333333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.539602,-87.808066,424123.17,3600536.87,16N,24.1
D08,DELA,DELA_052,0.79,45.12166666666667,61.13333333333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.539602,-87.808066,424123.17,3600536.87,16N,24.4
D08,DELA,DELA_053,0.7242857142857143,47.09142857142857,70.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.537468,-87.804177,424486.57,3600297.54,16N,26.6
D08,DELA,DELA_053,0.7242857142857143,47.09142857142857,70.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.537467,-87.804178,424486.47,3600297.43,16N,26.4
D08,DELA,DELA_054,0.9866666666666666,47.055,49.18333333333334,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.541258,-87.803251,424576.69,3600717.03,16N,24.5
D08,DELA,DELA_054,0.9866666666666666,47.055,49.18333333333334,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.541258,-87.803252,424576.59,3600717.03,16N,24.2
D08,DELA,DELA_055,0.9616666666666667,44.85,48.95,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.541758,-87.807767,424153.06,3600775.66,16N,25.8
D08,DELA,DELA_055,0.9616666666666667,44.85,48.95,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,32.541757,-87.807759,424153.81,3600775.55,16N,25.3
D08,DELA,DELA_056,0.6971428571428572,47.26714285714286,72.8,7,NA,NA,2.154,47.952,22.5,NA,NA,NA,NA,NA,NA,woodyWetlands,32.540984,-87.801984,424695.43,3600685.76,16N,30.1
D08,DELA,DELA_056,0.6971428571428572,47.26714285714286,72.8,7,NA,NA,2.154,47.952,22.5,NA,NA,NA,NA,NA,NA,woodyWetlands,32.540988,-87.80198,424695.81,3600686.2,16N,28.1
D08,DELA,DELA_059,0.8033333333333333,45.248333333333335,59.05,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_061,0.835,44.48,59.5875,8,tower,0.87,2.296666666666667,43.85666666666667,19.933333333333334,NA,NA,NA,0.19,1.7466666666666666,9.233333333333333,woodyWetlands,31.857548,-88.163273,389949.73,3525235.85,16N,13.7
D08,LENO,LENO_061,0.835,44.48,59.5875,8,tower,0.87,2.296666666666667,43.85666666666667,19.933333333333334,NA,NA,NA,0.19,1.7466666666666666,9.233333333333333,woodyWetlands,31.857544,-88.163277,389949.35,3525235.41,16N,12.6
D08,LENO,LENO_062,0.70875,45.19125,70.6875,8,tower,1.115,2.3566666666666665,47.25333333333333,20.233333333333334,NA,NA,NA,0.13333333333333333,1.3466666666666667,10.033333333333333,woodyWetlands,31.857053,-88.161742,390093.99,3525179.42,16N,11.3
D08,LENO,LENO_062,0.70875,45.19125,70.6875,8,tower,1.115,2.3566666666666665,47.25333333333333,20.233333333333334,NA,NA,NA,0.13333333333333333,1.3466666666666667,10.033333333333333,woodyWetlands,31.857054,-88.161742,390093.99,3525179.53,16N,12
D08,LENO,LENO_063,0.75,44.52,69.7,9,tower,1.1,2.0633333333333335,48.21333333333333,23.4,NA,NA,NA,0.13333333333333333,1.8233333333333335,13.866666666666667,deciduousForest,31.85541,-88.160398,390219.2,3524995.94,16N,12.1
D08,LENO,LENO_063,0.75,44.52,69.7,9,tower,1.1,2.0633333333333335,48.21333333333333,23.4,NA,NA,NA,0.13333333333333333,1.8233333333333335,13.866666666666667,deciduousForest,31.855414,-88.160393,390219.68,3524996.37,16N,10.8
D08,LENO,LENO_064,0.5833333333333334,44.31777777777778,86.26666666666667,9,tower,0.7949999999999999,2.235,48.6275,22.275,NA,NA,NA,0.09,1.0033333333333334,10.9,deciduousForest,31.854294,-88.160718,390187.6,3524872.55,16N,12.4
D08,LENO,LENO_064,0.5833333333333334,44.31777777777778,86.26666666666667,9,tower,0.7949999999999999,2.235,48.6275,22.275,NA,NA,NA,0.09,1.0033333333333334,10.9,deciduousForest,31.854295,-88.160721,390187.32,3524872.66,16N,13
D08,LENO,LENO_065,0.8025,45.1,60.3,8,tower,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,31.858088,-88.162382,390034.67,3525294.8,16N,14.9
D08,LENO,LENO_065,0.8025,45.1,60.3,8,tower,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,31.85809,-88.162383,390034.58,3525295.02,16N,12.9
D08,LENO,LENO_066,0.6625,45.5875,75.4375,8,tower,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,31.853773,-88.161978,390067.77,3524816.07,16N,14.8
D08,LENO,LENO_066,0.6625,45.5875,75.4375,8,tower,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,31.853763,-88.161981,390067.48,3524814.97,16N,12
D08,LENO,LENO_067,0.8044444444444444,46.48,61.93333333333334,9,tower,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,woodyWetlands,31.857067,-88.159155,390338.77,3525178.36,16N,20.5
D08,LENO,LENO_067,0.8044444444444444,46.48,61.93333333333334,9,tower,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,woodyWetlands,31.857048,-88.15917,390337.33,3525176.27,16N,17.2
D08,LENO,LENO_068,0.9500000000000001,47.644444444444446,53.82222222222222,9,tower,0.7899999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,31.856751,-88.16045,390215.87,3525144.64,16N,13.2
D08,LENO,LENO_068,0.9500000000000001,47.644444444444446,53.82222222222222,9,tower,0.7899999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,deciduousForest,31.856752,-88.16045,390215.87,3525144.75,16N,12.9
D08,LENO,LENO_069,0.9562499999999999,49.3875,60.125,8,tower,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,woodyWetlands,31.852664,-88.163256,389945.54,3524694.44,16N,14.4
D08,LENO,LENO_069,0.9562499999999999,49.3875,60.125,8,tower,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,woodyWetlands,31.852663,-88.163255,389945.63,3524694.32,16N,12.1
D08,LENO,LENO_070,0.7388888888888889,48.632222222222225,72.13333333333333,9,tower,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,woodyWetlands,31.852659,-88.161998,390064.56,3524692.61,16N,12.4
