domainID,siteID,plotID,plotType,rootNPercent,rootNPercent_n,rootCPercent,rootCPercent_n,rootCNratio,rootCNratio_n,litterNPercent_mean,litterNPercent_n,litterCPercent_mean,litterCPercent_n,litterCNRatio_mean,litterCNRatio_n,foliarNPercent_mean,foliarNPercent_n,foliarCPercent_mean,foliarCPercent_n,foliarCNRatio_mean,foliarCNRatio_n,soilNPercent_OHoriz_mean,soilNPercent_OHoriz_n,soilCPercent_OHoriz_mean,soilCPercent_OHoriz_n,soilCNRatio_OHoriz_mean,soilCNRatio_OHoriz_n,soilNPercent_MHoriz_mean,soilNPercent_MHoriz_n,soilCPercent_MHoriz_mean,soilCPercent_MHoriz_n,soilCNRatio_MHoriz_mean,soilCNRatio_MHoriz_n
D06,UKFS,UKFS_031,tower,1.95625,8,43.2825,8,24.2125,8,NA,NA,NA,NA,NA,NA,2.6133333333333333,3,47.49333333333333,3,18.4,3,1.52,2,21.049999999999997,2,13.8,2,0.29333333333333333,3,3.23,3,10.966666666666667,3
D06,UKFS,UKFS_032,tower,0.8275,8,45.066250000000004,8,61.4,8,NA,NA,NA,NA,NA,NA,2.1033333333333335,3,49.13333333333333,3,23.4,3,NA,NA,NA,NA,NA,NA,0.36,3,4.15,3,11.433333333333334,3
D06,UKFS,UKFS_043,tower,1.44375,8,44.76625,8,34.8,8,NA,NA,NA,NA,NA,NA,2.9099999999999997,3,46.31333333333333,3,16.233333333333334,3,1.93,1,29.17,1,15.2,1,0.3566666666666667,3,4.216666666666667,3,11.866666666666667,3
D06,UKFS,UKFS_044,tower,1.025,8,44.832499999999996,8,51.075,8,NA,NA,NA,NA,NA,NA,2.7666666666666666,3,47.839999999999996,3,17.366666666666667,3,1.2066666666666666,3,20.863333333333333,3,17.266666666666666,3,0.39333333333333337,3,4.66,3,11.933333333333334,3
D06,UKFS,UKFS_045,tower,1.0162499999999999,8,44.6875,8,48.25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_046,tower,1.4975,8,42.885,8,33.4125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_047,tower,1.65375,8,42.5525,8,28.55,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_048,tower,1.265,8,41.02,8,34.4375,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_049,tower,1.4875,8,41.565,8,30.5125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_050,tower,1.135,8,44.495,8,48.275,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_051,tower,0.57125,8,47.8625,8,99.3375,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_052,tower,1.3075,8,42.71,8,35.7625,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_053,tower,1.2375,8,43.58375,8,40.7125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_054,tower,1.395,8,43.13125,8,35.8625,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_055,tower,1.3575,8,43.64625,8,37.7625,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_056,tower,1.56125,8,44.2425,8,31.5625,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_057,tower,0.58375,8,47.135000000000005,8,98.8125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_058,tower,1.23375,8,43.8575,8,41.275,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_059,tower,1.5225,8,41.65375,8,30.625,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D06,UKFS,UKFS_060,tower,1.315,8,44.55625,8,35.8375,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_061,tower,0.8525,8,48.87375,8,70.9875,8,NA,NA,NA,NA,NA,NA,2.1533333333333333,3,50.21333333333333,3,23.5,3,0.8233333333333334,3,18.4,3,21.733333333333334,3,0.11,3,2.283333333333333,3,20.4,3
D07,MLBS,MLBS_062,tower,0.725,4,48.1,4,83.65,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_063,tower,0.92375,8,48.84125,8,67.4125,8,NA,NA,NA,NA,NA,NA,2.4899999999999998,3,51.163333333333334,3,20.666666666666668,3,0.5566666666666666,3,11.163333333333334,3,20.466666666666665,3,0.11666666666666667,3,2.04,3,17.766666666666666,3
D07,MLBS,MLBS_064,tower,0.96875,8,48.58,8,62.325,8,NA,NA,NA,NA,NA,NA,2.2733333333333334,3,50.943333333333335,3,22.666666666666668,3,0.4366666666666667,3,8.563333333333333,3,19.566666666666666,3,0.10333333333333333,3,1.7433333333333334,3,16.733333333333334,3
D07,MLBS,MLBS_065,tower,0.85625,8,46.32375,8,66.75,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_066,tower,0.8574999999999999,8,45.85125,8,59.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_067,tower,0.77625,8,46.09625,8,70.9875,8,NA,NA,NA,NA,NA,NA,2.0766666666666667,3,51.013333333333335,3,25.7,3,0.9366666666666666,3,19.316666666666666,3,20.766666666666666,3,0.16333333333333333,3,2.896666666666667,3,17.96666666666667,3
D07,MLBS,MLBS_068,tower,0.6725,8,47.04,8,84.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_069,tower,0.75375,8,47.66125,8,73.9125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_070,tower,0.76625,8,47.323750000000004,8,74.025,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_071,tower,0.6775,8,46.33375,8,80.8375,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_072,tower,0.79625,8,46.06125,8,68.4375,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_073,tower,0.78375,8,47.8,8,67.8375,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_074,tower,0.83875,8,47.1525,8,58.5875,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_075,tower,0.555,8,47.695,8,95.1375,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,MLBS,MLBS_076,tower,0.6775,8,46.28,8,74.5125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_036,tower,0.7514285714285714,7,49.53142857142857,7,74.45714285714286,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_037,tower,0.73625,8,49.183749999999996,8,73.125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_043,tower,0.6225,8,49.045,8,87.875,8,NA,NA,NA,NA,NA,NA,1.9233333333333333,3,48.7,3,25.46666666666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_045,tower,0.7725,8,49.5475,8,68.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_046,tower,0.60375,8,49.651250000000005,8,88.1125,8,NA,NA,NA,NA,NA,NA,1.74,3,47.833333333333336,3,27.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_049,tower,0.87125,8,45.8175,8,57,8,NA,NA,NA,NA,NA,NA,2.04,3,47.43333333333333,3,24.033333333333335,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_050,tower,0.85,8,47.66,8,65.05,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_051,tower,0.695,8,47.505,8,76.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_052,tower,0.6325,8,49.06125,8,88.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_053,tower,0.8049999999999999,8,47.62125,8,69.6125,8,NA,NA,NA,NA,NA,NA,2.0733333333333333,3,48.70666666666666,3,24.333333333333332,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_054,tower,0.83875,8,48.09875,8,63.2875,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_055,tower,1.0925,8,49.07375,8,51.125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_056,tower,0.9025000000000001,8,48.68,8,57.95,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_057,tower,0.8175,8,49.17,8,67.5625,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_058,tower,0.70875,8,48.4875,8,75.075,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_059,tower,0.71125,8,47.73,8,73.25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_060,tower,0.8362499999999999,8,48.16375,8,61.3625,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_061,tower,0.765,8,47.935,8,70.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_062,tower,0.68125,8,50.255,8,88.66250000000001,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D07,ORNL,ORNL_063,tower,0.93375,8,48.08,8,56.2125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_037,tower,1.0833333333333333,6,45.33,6,43.2,6,1.4,1,46.73,1,33.3,1,2.182,5,51.054,5,23.9,5,NA,NA,NA,NA,NA,NA,0.15,6,1.6333333333333333,6,10.85,6
D08,DELA,DELA_038,tower,0.915,6,45.72833333333333,6,53.43333333333333,6,1.18,1,47.81,1,40.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16833333333333333,6,1.7216666666666667,6,9.966666666666667,6
D08,DELA,DELA_039,tower,0.9299999999999999,6,45.629999999999995,6,50.53333333333333,6,1.03,1,46.52,1,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_040,tower,0.8866666666666667,6,45.291666666666664,6,56.9,6,1.32,1,48.35,1,36.5,1,2.92,2,50.61,2,19.65,2,NA,NA,NA,NA,NA,NA,0.155,6,1.6833333333333333,6,10.85,6
D08,DELA,DELA_041,tower,0.8933333333333333,6,46.16833333333333,6,55.25,6,0.99,1,48.15,1,48.5,1,2.4466666666666668,3,49.693333333333335,3,22.2,3,NA,NA,NA,NA,NA,NA,0.17666666666666667,6,2.0116666666666667,6,11.4,6
D08,DELA,DELA_042,tower,0.795,6,43.28666666666667,6,58.28333333333333,6,1.2,1,46.44,1,38.9,1,2.495,2,47.935,2,19.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_043,tower,1.1316666666666666,6,43.14666666666667,6,40.96666666666667,6,1.22,1,46.69,1,38.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_044,tower,0.9666666666666667,6,42.608333333333334,6,49.016666666666666,6,1.07,1,44.8,1,41.8,1,2.7424999999999997,4,48.192499999999995,4,18.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_045,tower,0.9066666666666667,6,43.695,6,49.18333333333334,6,1.23,1,45.47,1,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_046,tower,0.995,6,43.718333333333334,6,47.96666666666667,6,0.795,2,50.405,2,75.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_047,tower,1.205,6,44.13166666666667,6,41.18333333333334,6,1.2,1,47.9,1,39.9,1,2.5250000000000004,2,50.915000000000006,2,20.15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_048,tower,1.25,6,44.961666666666666,6,38.61666666666667,6,1.29,1,48.3,1,37.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_050,tower,1.125,6,44.99333333333333,6,42.93333333333333,6,1.04,1,45.62,1,44.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_051,tower,1.0283333333333333,6,44.53,6,45.63333333333333,6,1.15,1,44.29,1,38.5,1,2.728,5,49.974,5,19.56,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_052,tower,0.79,6,45.12166666666667,6,61.13333333333333,6,1.06,1,45.14,1,42.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_053,tower,0.6900000000000001,6,47,6,73.48333333333333,6,1.01,1,46.79,1,46.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_054,tower,0.9866666666666666,6,47.055,6,49.18333333333334,6,1.07,1,47.98,1,44.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_055,tower,0.9616666666666667,6,44.85,6,48.95,6,1.02,1,46.95,1,45.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_056,tower,0.7083333333333334,6,47.413333333333334,6,72.6,6,1.01,1,45.54,1,44.9,1,2.154,5,47.952,5,22.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,DELA,DELA_059,tower,0.8033333333333333,6,45.248333333333335,6,59.05,6,1.08,1,46.69,1,43.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_061,tower,0.835,8,44.48,8,59.5875,8,NA,NA,NA,NA,NA,NA,2.296666666666667,3,43.85666666666667,3,19.933333333333334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_062,tower,0.70875,8,45.19125,8,70.6875,8,NA,NA,NA,NA,NA,NA,2.3566666666666665,3,47.25333333333333,3,20.233333333333334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_063,tower,0.78125,8,44.40125,8,66.9625,8,NA,NA,NA,NA,NA,NA,2.0633333333333335,3,48.21333333333333,3,23.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_064,tower,0.6125,8,44.135,8,80.7,8,NA,NA,NA,NA,NA,NA,2.3366666666666664,3,48.36,3,21.166666666666664,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_065,tower,0.8025,8,45.1,8,60.3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_066,tower,0.6625,8,45.5875,8,75.4375,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_067,tower,0.78,8,46.845,8,64.225,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_068,tower,0.9625,8,47.495000000000005,8,53.3625,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_069,tower,0.9562499999999999,8,49.3875,8,60.125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,LENO,LENO_070,tower,0.7575000000000001,8,48.615,8,70.85,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_042,tower,0.7475,8,46.34625,8,77.45,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_043,tower,0.705,8,47.03125,8,93.8125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_044,tower,0.6637500000000001,8,45.35375,8,81.275,8,NA,NA,NA,NA,NA,NA,1.4233333333333333,3,49.11,3,39.1,3,NA,NA,NA,NA,NA,NA,0.05,1,1.33,1,26.7,1
D08,TALL,TALL_045,tower,0.68125,8,45.27375,8,87.3125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_046,tower,0.8075,8,45.665,8,68.05,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_047,tower,0.75,8,45.83375,8,70.1375,8,NA,NA,NA,NA,NA,NA,1.7133333333333334,3,49.02333333333333,3,30.8,3,NA,NA,NA,NA,NA,NA,0.07,3,2.3933333333333335,3,32.266666666666666,3
D08,TALL,TALL_048,tower,0.5228571428571429,7,46.69428571428571,7,102.11428571428571,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_049,tower,0.6225,8,46.5175,8,86.4875,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_050,tower,0.375,8,48.61375,8,154.2875,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_051,tower,0.565,8,45.8425,8,93.8375,8,NA,NA,NA,NA,NA,NA,1.2533333333333334,3,48.906666666666666,3,42.666666666666664,3,NA,NA,NA,NA,NA,NA,0.05333333333333334,3,1.6366666666666667,3,31.1,3
D08,TALL,TALL_052,tower,0.46375,8,46.69625,8,116.4125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_053,tower,0.74375,8,47.13375,8,67.85,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_054,tower,0.6675,8,46.62,8,83.125,8,NA,NA,NA,NA,NA,NA,1.4666666666666666,3,49.723333333333336,3,42.46666666666667,3,NA,NA,NA,NA,NA,NA,0.05,2,1.72,2,33.35,2
D08,TALL,TALL_055,tower,0.7012499999999999,8,46.32,8,73.35,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_056,tower,0.3585714285714286,7,48.730000000000004,7,143.97142857142856,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_057,tower,0.635,8,43.04875,8,81.725,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_058,tower,0.8125,8,47.40375,8,71.975,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_059,tower,1.13125,8,46.99375,8,48.55,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_060,tower,0.79875,8,47.705,8,67.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D08,TALL,TALL_061,tower,0.50125,8,47.89375,8,110.8625,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_061,tower,0.5800000000000001,3,44.36666666666667,3,89,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_062,tower,0.7366666666666667,3,47.07,3,65.1,3,NA,NA,NA,NA,NA,NA,1.46,1,44.97,1,30.7,1,NA,NA,NA,NA,NA,NA,0.36,3,2.703333333333333,3,NaN,0
D09,DCFS,DCFS_063,tower,0.7166666666666667,3,46.64333333333333,3,70.2,3,NA,NA,NA,NA,NA,NA,0.8,1,44.08,1,55.4,1,NA,NA,NA,NA,NA,NA,0.36,2,3.5766666666666667,3,NaN,0
D09,DCFS,DCFS_064,tower,0.7066666666666667,3,45.75333333333333,3,66.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_065,tower,0.9133333333333333,3,46.663333333333334,3,51.86666666666667,3,NA,NA,NA,NA,NA,NA,1.64,1,44.91,1,27.5,1,NA,NA,NA,NA,NA,NA,0.28,3,1.6733333333333333,3,NaN,0
D09,DCFS,DCFS_066,tower,0.6466666666666666,3,45.480000000000004,3,73.93333333333334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_067,tower,0.7033333333333334,3,46.91,3,70.63333333333334,3,NA,NA,NA,NA,NA,NA,1.4,1,45.78,1,32.7,1,NA,NA,NA,NA,NA,NA,0.29000000000000004,3,1.0166666666666666,3,NaN,0
D09,DCFS,DCFS_068,tower,1.1933333333333334,3,42.92333333333333,3,40.833333333333336,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_069,tower,0.8300000000000001,3,48.13333333333333,3,57.96666666666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_070,tower,0.9833333333333333,3,47.483333333333334,3,51.96666666666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D09,DCFS,DCFS_071,tower,0.8966666666666666,3,49.89,3,56.53333333333334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
