"uid","namedLocation","domainID","siteID","plotID","nrcsDescriptionID","collectDate","horizonID","horizonName","bulkDensProcessedDate","bulkDensMethodPub","bulkDensMethod","bulkDensIDnrcs","bulkDensSampleType","bulkDensCenterDepth","bulkDensTopDepth","bulkDensBottomDepth","bulkDensThirdBar","bulkDensOvenDry","bulkDensFieldMoist","waterRetentionThirdBar","fieldWaterContent","laboratoryName","remarks","dataQF"
"2f251889-0464-4734-8dfd-4e29e89f25aa","CLBJ_049.basePlot.all","D11","CLBJ","CLBJ_049","S2017TX497049","2017-04-04","17N03329","E","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497049-2","clod",29.5,20,39,1.62,1.63,NA,7.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"fc198d49-fafc-45e4-a9e3-b9bda3918a28","CLBJ_048.basePlot.all","D11","CLBJ","CLBJ_048","S2017TX497048","2017-04-04","17N03326","BC","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497048-4","clod",70,56,84,1.64,1.72,NA,14.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"27ee7db8-8e3b-48d8-8624-eb15c2067f05","CLBJ_052.basePlot.all","D11","CLBJ","CLBJ_052","S2017TX497052","2017-04-04","17N03350","Bt1","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497052-4","clod",43,30,56,1.64,1.75,NA,12.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"245325d4-3c21-4126-ac6e-470c59bfb5b4","CLBJ_048.basePlot.all","D11","CLBJ","CLBJ_048","S2017TX497048","2017-04-04","17N03323","A","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497048-1","clod",8,0,16,1.58,1.61,NA,16.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"2dd0677c-02b4-412e-af83-210df12856b9","CLBJ_034.basePlot.all","D11","CLBJ","CLBJ_034","S2017TX497034","2017-04-04","17N03308","A","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497034-1","clod",6,0,12,1.49,1.57,NA,16.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"a2f289c1-e94f-46a7-aa49-5e496707d584","CLBJ_044.basePlot.all","D11","CLBJ","CLBJ_044","S2017TX497044","2017-04-04","17N03316","Ap","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497044-1","clod",9,0,18,1.34,1.38,NA,11.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"110de8ab-2303-43bb-ba72-a53d4a4f63e5","CLBJ_048.basePlot.all","D11","CLBJ","CLBJ_048","S2017TX497048","2017-04-04","17N03327","Cd","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497048-5","clod",115.5,84,147,1.76,1.86,NA,14,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"640c01bc-e0eb-4e93-a033-cf65130231b3","CLBJ_044.basePlot.all","D11","CLBJ","CLBJ_044","S2017TX497044","2017-04-04","17N03318","Bt1","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497044-3","clod",52.5,36,69,1.58,1.64,NA,14,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"ef0ce55e-2e7a-42e0-a264-0bb22c17467f","CLBJ_052.basePlot.all","D11","CLBJ","CLBJ_052","S2017TX497052","2017-04-04","17N03347","A1","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497052-1","clod",6,0,12,1.07,1.14,NA,12.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"4d2f9f4d-fd81-4478-9b9b-7fde7d119332","CLBJ_052.basePlot.all","D11","CLBJ","CLBJ_052","S2017TX497052","2017-04-04","17N03349","E","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497052-3","clod",26,22,30,1.59,1.63,NA,3.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"8547d154-39fc-4414-96da-72b613ad3ed0","CLBJ_044.basePlot.all","D11","CLBJ","CLBJ_044","S2017TX497044","2017-04-04","17N03317","E","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497044-2","clod",27,18,36,1.5,1.55,NA,8.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"243ba81b-2f90-4eb8-b8dd-cd604e10a4c1","CLBJ_049.basePlot.all","D11","CLBJ","CLBJ_049","S2017TX497049","2017-04-04","17N03330","Bt1","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497049-3","clod",53.5,39,68,1.57,1.67,NA,13.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"d7c659c5-8481-42de-90cf-a64b5cb2a92e","CLBJ_048.basePlot.all","D11","CLBJ","CLBJ_048","S2017TX497048","2017-04-04","17N03324","Bt1","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497048-2","clod",26.5,16,37,1.5,1.74,NA,18.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"48f45251-5956-4616-b8b8-7fa72654e930","CLBJ_049.basePlot.all","D11","CLBJ","CLBJ_049","S2017TX497049","2017-04-04","17N03331","Bt2","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497049-4","clod",111.5,68,155,1.68,1.74,NA,10.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"6abc483c-2e8e-4e28-879b-a5576bed0d71","CLBJ_058.basePlot.all","D11","CLBJ","CLBJ_058","S2017TX497058","2017-04-05","17N03363","A","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497058-1","clod",8,0,16,1.41,1.47,NA,11.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"cea44c47-ee4b-4004-b59b-461cf52f5141","CLBJ_059.basePlot.all","D11","CLBJ","CLBJ_059","S2017TX497059","2017-04-05","17N03369","A","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497059-1","clod",9,0,18,1.22,1.3,NA,11.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"8a2ce768-4a5e-4870-b5cf-3f43e40e6695","CLBJ_051.basePlot.all","D11","CLBJ","CLBJ_051","S2017TX497051","2017-04-05","17N03343","Bt1","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497051-2","clod",31,19,43,1.79,1.86,NA,8.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"5cf182b6-11b1-47bd-b911-298ccdbc3cb2","CLBJ_050.basePlot.all","D11","CLBJ","CLBJ_050","S2017TX497050","2017-04-05","17N03336","Bt2","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497050-4","clod",49.5,35,64,1.59,1.72,NA,16.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"f63344a1-b3fb-4532-9e14-e8b5eaf7ac50","CLBJ_051.basePlot.all","D11","CLBJ","CLBJ_051","S2017TX497051","2017-04-05","17N03344","Bt2","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497051-3","clod",59,43,75,1.87,1.98,NA,12,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"acbe3ab2-a1de-489f-92d6-daddf4cfb5c7","CLBJ_050.basePlot.all","D11","CLBJ","CLBJ_050","S2017TX497050","2017-04-05","17N03334","E","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497050-2","clod",14,10,18,1.54,1.54,NA,10.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"2eaa3d5b-b122-480b-a5eb-914e4319f001","CLBJ_058.basePlot.all","D11","CLBJ","CLBJ_058","S2017TX497058","2017-04-05","17N03365","Bt2","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497058-3","clod",52,42,62,1.55,1.71,NA,18.5,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"bc4989d8-5f9a-4039-b1b5-e97d9b77cbb5","CLBJ_059.basePlot.all","D11","CLBJ","CLBJ_059","S2017TX497059","2017-04-05","17N03371","Bw","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497059-3","clod",42,31,53,1.52,1.59,NA,9.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"d8a9ffe1-10d5-42ea-9726-0134522658d7","CLBJ_051.basePlot.all","D11","CLBJ","CLBJ_051","S2017TX497051","2017-04-05","17N03345","Bt3","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497051-4","clod",121.5,75,168,1.76,1.95,NA,16.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"7d0c78e4-3cbc-4deb-a5b7-d8d5063b8b11","CLBJ_051.basePlot.all","D11","CLBJ","CLBJ_051","S2017TX497051","2017-04-05","17N03342","A","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497051-1","clod",9.5,0,19,1.6,1.68,NA,6.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"2bb0d5ce-9016-45fc-a9ba-7edf3588f9a7","CLBJ_050.basePlot.all","D11","CLBJ","CLBJ_050","S2017TX497050","2017-04-05","17N03333","A","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497050-1","clod",5,0,10,1.28,1.32,NA,22.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"3e724a1c-be3d-4d3f-9984-ca1f0e051251","CLBJ_058.basePlot.all","D11","CLBJ","CLBJ_058","S2017TX497058","2017-04-05","17N03364","Bt1","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497058-2","clod",29,16,42,1.53,1.74,NA,19.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"42afcf23-0f0c-4b69-a4ad-a72beb12566d","CLBJ_050.basePlot.all","D11","CLBJ","CLBJ_050","S2017TX497050","2017-04-05","17N03335","Bt1","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497050-3","clod",26.5,18,35,1.59,1.75,NA,16.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"ac21465d-c751-4f04-8c0d-9cc6e58b5182","CLBJ_058.basePlot.all","D11","CLBJ","CLBJ_058","S2017TX497058","2017-04-05","17N03366","Bt3","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497058-4","clod",83.5,62,105,1.6,1.69,NA,14.2,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"38cd0213-cf78-4505-bf3c-b562f1d488f1","CLBJ_050.basePlot.all","D11","CLBJ","CLBJ_050","S2017TX497050","2017-04-05","17N03337","Bt3","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497050-5","clod",84,64,104,1.55,1.75,NA,18,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"fa59c5ff-97f0-4f37-ad11-6cab47433fd0","CLBJ_059.basePlot.all","D11","CLBJ","CLBJ_059","S2017TX497059","2017-04-05","17N03372","BC","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497059-4","clod",66.5,53,80,1.65,1.71,NA,7.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"a82b27f6-3253-448b-bea8-ea5a50dc64a3","CLBJ_059.basePlot.all","D11","CLBJ","CLBJ_059","S2017TX497059","2017-04-05","17N03370","Ab","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497059-2","clod",24.5,18,31,1.54,1.7,NA,8.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"36b07465-ee1b-44da-96b4-7b28a943ea36","CLBJ_039.basePlot.all","D11","CLBJ","CLBJ_039","S2017TX497039","2017-04-06","17N03313","Bt3","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497039-4","clod",95,75,115,1.51,1.84,NA,22.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"b17bf451-ef65-4789-9b49-aad355d1ca13","CLBJ_039.basePlot.all","D11","CLBJ","CLBJ_039","S2017TX497039","2017-04-06","17N03312","Bt2","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497039-3","clod",61.5,48,75,1.61,1.82,NA,19.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"15fe9a09-cf49-4ed9-b3be-1c17e5a31a1d","CLBJ_039.basePlot.all","D11","CLBJ","CLBJ_039","S2017TX497039","2017-04-06","17N03310","A","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497039-1","clod",9.5,0,19,1.49,1.52,NA,11.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"88428e7f-04d5-4612-9611-529e452334f0","CLBJ_039.basePlot.all","D11","CLBJ","CLBJ_039","S2017TX497039","2017-04-06","17N03311","Bt1","2018-05-14","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2017TX497039-2","clod",33.5,19,48,1.54,1.73,NA,17.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"dc063107-a297-4a9c-aeb0-232e3aca2bd3","OAES_020.basePlot.all","D11","OAES","OAES_020","S2016OK149020","2016-01-25","16N02151","A","2016-05-25","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016OK149020-1","compliant cavity",3.5,0,7,NA,NA,1.14,NA,26.1,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"e51f1e77-2a14-4ed1-a902-b3f3ded3fdf0","OAES_020.basePlot.all","D11","OAES","OAES_020","S2016OK149020","2016-01-25","16N02152","Bw/Cr","2016-05-25","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016OK149020-2","compliant cavity",12.5,7,18,NA,NA,1.77,NA,13.1,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"c26c110e-74ca-4289-a4ac-f2f617d935eb","OAES_014.basePlot.all","D11","OAES","OAES_014","S2016OK149014","2016-01-26","16N02141","A","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149014-1","clod",14,0,28,1.24,1.32,NA,25,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"7d277ac7-8728-4aa8-867e-c7a8b6501874","OAES_014.basePlot.all","D11","OAES","OAES_014","S2016OK149014","2016-01-26","16N02142","Bw1","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149014-2","clod",41.5,28,55,1.31,1.42,NA,18.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"f14d1169-4e05-4664-b53c-2589622d9bdd","OAES_014.basePlot.all","D11","OAES","OAES_014","S2016OK149014","2016-01-26","16N02143","Bw2","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149014-3","clod",69.5,55,84,1.38,1.47,NA,16.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"a9217b1c-c5b4-4aed-992c-efe530d77c65","OAES_010.basePlot.all","D11","OAES","OAES_010","S2016OK149010","2016-01-27","16N02138","Bw2","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149010-4","clod",84,68,100,1.34,1.44,NA,18.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"3fc73cea-52e5-462b-b310-9ff365a2380f","OAES_010.basePlot.all","D11","OAES","OAES_010","S2016OK149010","2016-01-27","16N02135","A","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149010-1","clod",9,0,18,1.36,1.51,NA,22,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"68fd62e3-4750-4dd3-87da-359888314502","OAES_012.basePlot.all","D11","OAES","OAES_012","S2016OK149012","2016-01-27","16N02139","A","2016-05-25","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016OK149012-1","compliant cavity",3,0,6,NA,NA,1.28,NA,22.9,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"95dfb144-3160-4588-a45d-ad6463034f8b","OAES_004.basePlot.all","D11","OAES","OAES_004","S2016OK149004","2016-01-27","16N02127","BA","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149004-2","clod",28,18,38,1.38,1.53,NA,22.3,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"9e0918a7-8e7c-4407-8e2d-f503ff9eabc7","OAES_003.basePlot.all","D11","OAES","OAES_003","S2016OK149003","2016-01-27","16N02125","A","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149003-1","clod",5,0,10,1.3,1.44,NA,22.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"79d07443-7ad4-4b15-b4f0-3d050b22d24d","OAES_012.basePlot.all","D11","OAES","OAES_012","S2016OK149012","2016-01-27","16N02140","Bw","2016-05-25","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)","S2016OK149012-2","compliant cavity",11.5,6,17,NA,NA,1.73,NA,21.1,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"09d13c47-cbdd-40ba-98b8-33af46918adc","OAES_010.basePlot.all","D11","OAES","OAES_010","S2016OK149010","2016-01-27","16N02136","BA","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149010-2","clod",28,18,38,1.37,1.47,NA,16.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"8ba0f6b8-7fe2-4415-b70f-c554a7ae2c0e","OAES_010.basePlot.all","D11","OAES","OAES_010","S2016OK149010","2016-01-27","16N02137","Bw1","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149010-3","clod",53,38,68,1.38,1.49,NA,16.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"7e522440-efc6-494b-9843-07d3e1fbae0a","OAES_004.basePlot.all","D11","OAES","OAES_004","S2016OK149004","2016-01-27","16N02128","Bw1","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149004-3","clod",51.5,38,65,1.44,1.55,NA,15.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"487e918c-7c7b-4b10-83f7-b66ac4aaf62f","OAES_004.basePlot.all","D11","OAES","OAES_004","S2016OK149004","2016-01-27","16N02126","A","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149004-1","clod",9,0,18,1.19,1.33,NA,27.9,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"ed319e0b-76f2-474c-9b14-f3749e1c57ec","OAES_004.basePlot.all","D11","OAES","OAES_004","S2016OK149004","2016-01-27","16N02129","Bw2","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149004-4","clod",82.5,65,100,1.53,1.65,NA,14.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"0f07f1bf-9954-4e38-9ad1-875a67d90d1d","OAES_002.basePlot.all","D11","OAES","OAES_002","S2016OK149002","2016-01-28","16N02124","Bw","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149002-2","clod",18.5,11,26,1.38,1.45,NA,22.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"a61f09e0-3e45-4f1f-abda-1796ca286eb0","OAES_029.basePlot.all","D11","OAES","OAES_029","S2016OK149029","2016-01-28","16N02157","Bw","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149029-2","clod",29,16,42,1.33,1.4,NA,18.8,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"4ce1a018-6754-4e2e-85e5-3b2d96ab11aa","OAES_002.basePlot.all","D11","OAES","OAES_002","S2016OK149002","2016-01-28","16N02123","A","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149002-1","clod",5.5,0,11,1.36,1.47,NA,25.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"53056f49-2d04-4b26-a3aa-83f8b6ca3b39","OAES_029.basePlot.all","D11","OAES","OAES_029","S2016OK149029","2016-01-28","16N02156","A","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149029-1","clod",8,0,16,1.37,1.43,NA,20.1,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"7f8327de-1d21-476c-8b68-d20f7db60070","OAES_007.basePlot.all","D11","OAES","OAES_007","S2016OK149007","2016-01-28","16N02133","A","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149007-1","clod",7.5,0,15,1.36,1.42,NA,18.6,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"4b5e4c2b-e5b9-409f-87dd-51e5283dffb7","OAES_029.basePlot.all","D11","OAES","OAES_029","S2016OK149029","2016-01-28","16N02158","Bw/Cr","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149029-3","clod",50,42,58,1.31,1.41,NA,20.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"9b553710-ac57-4084-b7ca-e9f097ea4791","OAES_015.basePlot.all","D11","OAES","OAES_015","S2016OK149015","2016-01-28","16N02144","A","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149015-1","clod",10,0,20,1.12,1.23,NA,24.4,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"dcab4f77-3643-4d3b-8977-0809ddd5b039","OAES_015.basePlot.all","D11","OAES","OAES_015","S2016OK149015","2016-01-28","16N02145","Bw","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149015-2","clod",33,20,46,1.44,1.47,NA,18.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
"de6efcdb-4542-48f0-bca1-afbde301ea09","OAES_025.basePlot.all","D11","OAES","OAES_025","S2016OK149025","2016-01-28","16N02154","A","2016-10-05","Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)","S2016OK149025-1","clod",10.5,0,21,1.36,1.51,NA,21.7,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,NA
